species_code,Вид,stage_code,Стадия,physiological_state,MER_reference,nutrient_code,category_code,Категория,Нутриент RU,Nutrient EN,Ед./1000 ккал ME,min_value,min_value_upper,source_value_text,is_established,footnote,source_table,source_page,source_url,Примечание
cat,Кошка,cat_reproduction,Репродукция,reproduction,,selenium_wet,trace_element,Микроэлементы,Селен — влажные рационы,Selenium (wet diets),µg,75.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,selenium_dry,trace_element,Микроэлементы,Селен — сухие рационы,Selenium (dry diets),µg,70.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,selenium_dry,trace_element,Микроэлементы,Селен — сухие рационы,Selenium (dry diets),µg,52.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,selenium_dry,trace_element,Микроэлементы,Селен — сухие рационы,Selenium (dry diets),µg,75.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,selenium_dry,trace_element,Микроэлементы,Селен — сухие рационы,Selenium (dry diets),µg,75.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,zinc,trace_element,Микроэлементы,Цинк,Zinc,mg,25.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,zinc,trace_element,Микроэлементы,Цинк,Zinc,mg,18.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,zinc,trace_element,Микроэлементы,Цинк,Zinc,mg,18.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,zinc,trace_element,Микроэлементы,Цинк,Zinc,mg,18.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_a,vitamin,Витамины,Витамин A,Vitamin A,IU,1110.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_a,vitamin,Витамины,Витамин A,Vitamin A,IU,833.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_a,vitamin,Витамины,Витамин A,Vitamin A,IU,2250.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_a,vitamin,Витамины,Витамин A,Vitamin A,IU,2250.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_d,vitamin,Витамины,Витамин D,Vitamin D,IU,83.3,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_d,vitamin,Витамины,Витамин D,Vitamin D,IU,62.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_d,vitamin,Витамины,Витамин D,Vitamin D,IU,70.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_d,vitamin,Витамины,Витамин D,Vitamin D,IU,70.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_e,vitamin,Витамины,Витамин E,Vitamin E,IU,12.7,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_e,vitamin,Витамины,Витамин E,Vitamin E,IU,9.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_e,vitamin,Витамины,Витамин E,Vitamin E,IU,9.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_e,vitamin,Витамины,Витамин E,Vitamin E,IU,9.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b1,vitamin,Витамины,Витамин B1 (тиамин),Vitamin B1 (Thiamine),mg,1.47,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b1,vitamin,Витамины,Витамин B1 (тиамин),Vitamin B1 (Thiamine),mg,1.1,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b1,vitamin,Витамины,Витамин B1 (тиамин),Vitamin B1 (Thiamine),mg,1.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b1,vitamin,Витамины,Витамин B1 (тиамин),Vitamin B1 (Thiamine),mg,1.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b2,vitamin,Витамины,Витамин B2 (рибофлавин),Vitamin B2 (Riboflavin),mg,1.05,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b2,vitamin,Витамины,Витамин B2 (рибофлавин),Vitamin B2 (Riboflavin),mg,0.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b2,vitamin,Витамины,Витамин B2 (рибофлавин),Vitamin B2 (Riboflavin),mg,0.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b2,vitamin,Витамины,Витамин B2 (рибофлавин),Vitamin B2 (Riboflavin),mg,0.8,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b5,vitamin,Витамины,Витамин B5 (пантотеновая кислота),Vitamin B5 (Pantothenic acid),mg,1.92,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b5,vitamin,Витамины,Витамин B5 (пантотеновая кислота),Vitamin B5 (Pantothenic acid),mg,1.44,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b5,vitamin,Витамины,Витамин B5 (пантотеновая кислота),Vitamin B5 (Pantothenic acid),mg,1.43,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b5,vitamin,Витамины,Витамин B5 (пантотеновая кислота),Vitamin B5 (Pantothenic acid),mg,1.43,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b6,vitamin,Витамины,Витамин B6 (пиридоксин),Vitamin B6 (Pyridoxine),mg,0.83,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b6,vitamin,Витамины,Витамин B6 (пиридоксин),Vitamin B6 (Pyridoxine),mg,0.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b6,vitamin,Витамины,Витамин B6 (пиридоксин),Vitamin B6 (Pyridoxine),mg,0.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b6,vitamin,Витамины,Витамин B6 (пиридоксин),Vitamin B6 (Pyridoxine),mg,0.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b12,vitamin,Витамины,Витамин B12 (цианокобаламин),Vitamin B12 (Cyanocobalamin),µg,5.87,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b12,vitamin,Витамины,Витамин B12 (цианокобаламин),Vitamin B12 (Cyanocobalamin),µg,4.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b12,vitamin,Витамины,Витамин B12 (цианокобаламин),Vitamin B12 (Cyanocobalamin),µg,4.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b12,vitamin,Витамины,Витамин B12 (цианокобаламин),Vitamin B12 (Cyanocobalamin),µg,4.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b3,vitamin,Витамины,Витамин B3 (ниацин),Vitamin B3 (Niacin),mg,10.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b3,vitamin,Витамины,Витамин B3 (ниацин),Vitamin B3 (Niacin),mg,8.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b3,vitamin,Витамины,Витамин B3 (ниацин),Vitamin B3 (Niacin),mg,8.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b3,vitamin,Витамины,Витамин B3 (ниацин),Vitamin B3 (Niacin),mg,8.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b9,vitamin,Витамины,Витамин B9 (фолиевая кислота),Vitamin B9 (Folic acid),µg,253.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b9,vitamin,Витамины,Витамин B9 (фолиевая кислота),Vitamin B9 (Folic acid),µg,188.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b9,vitamin,Витамины,Витамин B9 (фолиевая кислота),Vitamin B9 (Folic acid),µg,188.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b9,vitamin,Витамины,Витамин B9 (фолиевая кислота),Vitamin B9 (Folic acid),µg,188.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_b7,vitamin,Витамины,Витамин B7 (биотин),Vitamin B7 (Biotin),µg,20.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_b7,vitamin,Витамины,Витамин B7 (биотин),Vitamin B7 (Biotin),µg,15.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_b7,vitamin,Витамины,Витамин B7 (биотин),Vitamin B7 (Biotin),µg,17.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_b7,vitamin,Витамины,Витамин B7 (биотин),Vitamin B7 (Biotin),µg,17.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,choline,vitamin_like,Витаминоподобные вещества,Холин,Choline,mg,800.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,choline,vitamin_like,Витаминоподобные вещества,Холин,Choline,mg,600.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,choline,vitamin_like,Витаминоподобные вещества,Холин,Choline,mg,600.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,choline,vitamin_like,Витаминоподобные вещества,Холин,Choline,mg,600.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,vitamin_k,vitamin,Витамины,Витамин K,Vitamin K,µg,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,vitamin_k,vitamin,Витамины,Витамин K,Vitamin K,µg,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,vitamin_k,vitamin,Витамины,Витамин K,Vitamin K,µg,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,vitamin_k,vitamin,Витамины,Витамин K,Vitamin K,µg,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
